##= Religions Localisation =##

##= African Group =##
GOD_SHIVINI;Shivini;;;;;;;;;;;;x
GOD_ARUBANI;Arubani;;;;;;;;;;;;x
GOD_EPANINAUE;Epaninaue;;;;;;;;;;;;x
GOD_DSVININAUE;Dsivininaue;;;;;;;;;;;;x
GOD_BAGVARTI;Bagvarti;;;;;;;;;;;;x
GOD_HUBA;Huba;;;;;;;;;;;;x
GOD_SELARDI;Selardi;;;;;;;;;;;;x
GOD_SARIS;Saris;;;;;;;;;;;;x
GOD_AL;AL;;;;;;;;;;;;x
THE_DEVS;The Devs;;;;;;;;;;;;x
THE_NHANG;Nhang;;;;;;;;;;;;x
VISHAP;Vishap;;;;;;;;;;;;x
armazic;Armazi;;;;;;;;;;;;x
armazic_full;Armazi;;;;;;;;;;;;x
armazic_DESC;Georgian paganism is an obscure and diverse religion, centered on a variety of gods, and the heroes they champion. Major gods include Armazi, Dali, Adgilis Deda, and Tamari.\n;;;;;;;;;;;;x
armazic_reformed;Armazi;;;;;;;;;;;;x
armazic_reformed_full;Armazi Reformed;;;;;;;;;;;;x
armazic_reformed_DESC;Georgian paganism is an obscure and diverse religion, centered on a variety of gods, and the heroes they champion. Major gods include Armaz, Dali, Adgilis Deda, and Tamari.\n;;;;;;;;;;;;x
GOD_AMIRANI;Amirani;Amirani;;;;;;;;;;x
GOD_ARMAZI;Armaz;Armaz;;;;;;;;;;x
GOD_BAADURI;Baaduri;Baaduri;;;;;;;;;;x
GOD_DALI;Dali;Dali;;;;;;;;;;x
GOD_LAMARA;Lamara;Lamara;;;;;;;;;;x
GOD_MORIGE;Morige;Morige;;;;;;;;;;x
GOD_OCHOPINTRE;Ochopintre;Ochopintre;;;;;;;;;;x
GOD_TAMARI;Tamari;Tamari;;;;;;;;;;x
GOD_ZADENI;Zadeni;Zadeni;;;;;;;;;;x
GOD_ADGILIS_DEDA;Adgilis Deda;Adgilis Deda;;;;;;;;;;x
GOD_DAVI;Davi;Davi;;;;;;;;;;x
GOD_GATSI;Gatsi;Gatsi;;;;;;;;;;x
GOD_GAIMI;Gaimi;Gaimi;;;;;;;;;;x
GOD_ALI;Ali;Ali;;;;;;;;;;x
cybelene;Cybelene;Cybèliene;;;;;;;;;;x
cybelene_DESC;The Phrygian cult of Cybele is linked to prehistoric Mother-Goddess worship. Evolving over thousands of years, the cult of Cybele often claimed relationship to mythical figures and heroes, and practiced their religion with the veneration of idols.\n;;;;;;;;;;;x
GOD_CYBELE;Cybele;Cybèle;;;;;;;;;;x
GOD_MATAR_KUBILEYA;Matar Kubileya;Matar Kubileya;;;;;;;;;;x
GOD_MEN;Men;;;;;;;;;;;;x
GOD_ATTIS;Attis;Attis;;;;;;;;;;x
GOD_HADES;Hades;Hadès;;;;;;;;;;x
SYBILINE_BOOKS;Sybiline Books;Livres sibyllins;;;;;;;;;;x

##= Balkan =##
balkan_grp;Balkan;;;;;;;;;;;;x
zalmoxian_reformed;Zalmoxian;;;;;;;;;;;;x
zalmoxian;Zalmoxian;;;;;;;;;;;;x
zalmoxian_reformed_DESC;Zalmoxianism is a overarching term to describe the various faiths that have Zalmoxis as the head god of their pantheon. This includes the beliefs of the Thracians, Dacians and to some degree, the Illyrians. They believe in immortality of the soul, and regard death as nothing more than a transition to their next country.\n;;;;;;;;;;;;x
zalmoxian_DESC;Zalmoxianism is a overarching term to describe the various faiths that have Zalmoxis as the head god of their pantheon. This includes the beliefs of the Thracians, Dacians and to some degree, the Illyrians. They believe in immortality of the soul, and regard death as nothing more than a transition to their next country.\n;;;;;;;;;;;;x
GOD_ZALMOXIS;Zalmoxis;;;;;;;;;;;;x
GOD_PLEISTOROS;Pleistoros;;;;;;;;;;;;x
GOD_SABAZIOS;Sabazios;;;;;;;;;;;;x
GOD_DERZELAS;Derzelas;;;;;;;;;;;;x
GOD_BASSAREUS;Bassareus;;;;;;;;;;;;x
GOD_BENDIS;Bendis;;;;;;;;;;;;x
GOD_SEMELE;Semele;;;;;;;;;;;;x
GOD_COTYS;Cottyo;;;;;;;;;;;;x
EN;En;;;;;;;;;;;;x
GOD_HEROS_K;Heros Karabazmos;;;;;;;;;;;;x
SMOKE_WALKER;Smoke-Walker;;;;;;;;;;;;x

##= Druidic =##
druidic;Druidic;;;;;;;;;;;;x
gallic;Gallic;;;;;;;;;;;;x
gallic_reformed;Gallic;;;;;;;;;;;;x
THE_BALLADS;The Ballads;;;;;;;;;;;;x
DRUID;Druid;;;;;;;;;;;;x
GOD_TEUTATES;Teutates;;;;;;;;;;;;x
GOD_RHIANNON;Rhiannon;;;;;;;;;;;;x
GOD_MANANNAN;Manannan;;;;;;;;;;;;x
GOD_DAGHDA;Daghda;;;;;;;;;;;;x
GOD_LUGH;Lugh;;;;;;;;;;;;x
GOD_MACHA;Macha;;;;;;;;;;;;x
GOD_DANA;Dana;;;;;;;;;;;;x
GOD_NUADA;Nuada;;;;;;;;;;;;x
GOD_SEQUANA;Sequana;;;;;;;;;;;;x
GOD_CERNNUNOS;Cernnunos;;;;;;;;;;;;x
THE_FOMORIANS;The Foromians;;;;;;;;;;;;x
EVIL_BALOR;Balor;;;;;;;;;;;;x
EVIL_BRES;Bres;;;;;;;;;;;;x
GOD_CAILLEACH;Cailleach;;;;;;;;;;;;x
brythonic;Brythonic;;;;;;;;;;;;x
brythonic_reformed;Brythonic;;;;;;;;;;;;x
brythonic_DESC;Druidic paganism practiced by the Britons is highly animistic, affirming belief in a pantheon of Gods including Bel, Gwydion, Taranis, and Manawydan. Members of the priestly class are known as the Druids, and are responsible for organising rituals, sacrifices, divination, and judicial procedures.\n;;;;;;;;;;;;x
brythonic_reformed_DESC;Druidic paganism practiced by the Britons is highly animistic, affirming belief in a pantheon of Gods including Bel, Gwydion, Taranis, and Manawydan. Members of the priestly class are known as the Druids, and are responsible for organising rituals, sacrifices, divination, and judicial procedures.\n;;;;;;;;;;;;x
briton_pagan_FEATURES;§Y*§! Harder to convert non-Druidic peoples;;;;;;;;;;;x
briton_pagan_reformed_FEATURES;§Y*§! Harder to convert non-Druidic peoples\n§Y*§! The Archdruidship is held by a secular ruler, whose succession rotates around landed druids chosen by their suitability, and can cease to exist;;;;;;;;;;;x
THE_STONES;The Stones;;;;;;;;;;;;x
GOD_BEL;Bel;;;;;;;;;;;;x
GOD_NODENS;Nodens;;;;;;;;;;;;x
GOD_TARANIS;Taranis;;;;;;;;;;;;x
GOD_DON;Dôn;;;;;;;;;;;;x
GOD_MODRON;Modron;;;;;;;;;;;;x
GOD_BRIGANTIA;Brigantia;;;;;;;;;;;;x
EVIL_ADDANC;Addnac;;;;;;;;;;;;x
EVIL_CYTHRAWL;Cythrawl;;;;;;;;;;;;x
danuic;Danuic;;;;;;;;;;;;x
danuic_reformed;Danuic;;;;;;;;;;;;x
danuic_DESC;Danuic Paganism is the animistic belief system adhered to by the Celtic peoples of Ireland and later Scotland. The pantheon recognises a dualism between the male tribal god and the female deity of the land. The Gaels believe in an extinct series of supernatural rulers who left behind a tradition of magic and rulership.\n;;;;;;;;;;;x
danuic_reformed_DESC;Danuic Paganism is the animistic belief system adhered to by the Celtic peoples of Ireland and later Scotland. The pantheon recognises a dualism between the male tribal god and the female deity of the land. The Gaels believe in an extinct series of supernatural rulers who left behind a tradition of magic and rulership.\n;;;;;;;;;;;x
danuic_FEATURES;§Y*§! Harder to convert non-Druidic peoples;;;;;;;;;;;x
GOD_DAGHDA;Daghda and the Tuatha De Danann;;;;;;;;;;;;x
GOD_BRIGIT;Brigit;;;;;;;;;;;;x
GOD_MORRIGAN;Morrigan;;;;;;;;;;;;x
THE_ANCIENT_KNOWLEDGE;The Ancient Knowledge;;;;;;;;;;;;x

##= Egyptian Group =##
egyptian_group;Egyptian;;;;;;;;;;;x
kemetic;Kemetic;;;;;;;;;;;;x
kemetic_DESC;Egyptian paganism is a diverse and ancient set of beliefs that date back ;;;;;;;;;;;;x
atenic;Atenic;;;;;;;;;;;;x
atenic_DESC;Atenism is a henotheistic religion that was founded by Pharoah Akhenaten in the 14th century BC. It was Egypt's state religion for around 20 years, before subsequent rulers returned to the traditional gods. The religion is a form a of sun worship as its followers praise the Aten, or the Sun disc in Egyptian mythology.\n;;;;;;;;;;;;x
GOD_AMUN_RA;Amun-Ra;;;;;;;;;;;;x
GOD_ANUBIS;Anubis;;;;;;;;;;;;x
GOD_ANUKET;Anuket;;;;;;;;;;;;x
GOD_HEMSUT;Hemsut;;;;;;;;;;;;x
GOD_ISIS;Isis;;;;;;;;;;;;x
GOD_KHNUM;Khnum;;;;;;;;;;;;x
GOD_MAAT;Maat;;;;;;;;;;;;x
GOD_MESKHENET;Meskhenet;;;;;;;;;;;;x
GOD_MUT;Mut;;;;;;;;;;;;x
GOD_NEKHBET;Nekhbet;;;;;;;;;;;;x
GOD_NEPHTHYS;Nephthys;;;;;;;;;;;;x
GOD_NUT;Nut;;;;;;;;;;;;x
GOD_OSIRIS;Osiris;;;;;;;;;;;;x
GOD_PTAH;Ptah;;;;;;;;;;;;x
GOD_SEKHMET;Sekhmet;;;;;;;;;;;;x
GOD_SELKET;Selket;;;;;;;;;;;;x
GOD_SOBEK;Sobek;;;;;;;;;;;;x
GOD_WADJET;Wadjet;;;;;;;;;;;;x
GOD_APEP;Apep;;;;;;;;;;;;x
GOD_SET;Set;;;;;;;;;;;;x
GOD_HORUS;Horus;;;;;;;;;;;;x
WAB;Wab;;;;;;;;;;;;x
BOOK_OF_THE_DEAD;Book of the Dead;;;;;;;;;;;;x
THE_GREAT_HYMN;The Great Hymn;;;;;;;;;;;;x
GOD_ATEN;Aten;;;;;;;;;;;;x
THE_SUN_DISC;The Sun Disc;;;;;;;;;;;;x
STAT_PIETY_MAAT;Ma'at;;;;;;;;;;;;x
STAT_MENU_PIETY_MAAT;Ma'at;;;;;;;;;;;;x
STAT_PIETY_MENU_MAAT;Ma'at;;;;;;;;;;;;x

##= Germanic =##
german_group;Germanic;;;;;;;;;;;;x
germanic_pagan_reformed;Germanic;;;;;;;;;;;;x
germanic_pagan;Germanic;;;;;;;;;;;;x
germanic_pagan_reformed_DESC;The tribes of Germania are known to worship a variety of spirits and gods, with deities such as Wodan, Thunor and Saxnot being prominent members of the pantheon. The religion is also highly animistic and involves minor ancestor worship in the form of sacred burials and runestones.;;;;;;;;;;;;x
germanic_pagan_DESC;The tribes of Germania are known to worship a variety of spirits and gods, with deities such as Wodan, Thunor and Saxnot being prominent members of the pantheon. The religion is also highly animistic and involves minor ancestor worship in the form of sacred burials and runestones.\n;;;;;;;;;;;;x
GOD_WODAN;Wodan;;;;;;;;;;;;x
GOD_THUNOR;Thunor;;;;;;;;;;;;x
GOD_TIW;Tiw;;;;;;;;;;;;x
GOD_ERCE;Erce;;;;;;;;;;;;x
GOD_FREO;Freo;;;;;;;;;;;;x
GOD_FREA;Frea;;;;;;;;;;;;x
GOD_BAELDAEG;Baeldaeg;;;;;;;;;;;;x
GOD_FRIGE;Frige;;;;;;;;;;;;x
GOD_SAXNOT;Saxnot;;;;;;;;;;;;x
GOD_INGWINE;Ingwine;;;;;;;;;;;;x
GOD_NERTHUS;Nerthus;;;;;;;;;;;;x
THE_DARK_SPIRITS;The Dark Spirits;;;;;;;;;;;;x
LOPTR;Loptr;;;;;;;;;;;;x
HEL;Hel;;;;;;;;;;;;x
GOD_LOGNA;Logna;;;;;;;;;;;;x
THE_RUNES;The Runes;;;;;;;;;;;;x
GOTHAR;Gothar;;;;;;;;;;;;x
norse_pagan;Norse;;;;;;;;;;;;x
norse_pagan_reformed;Norse;;;;;;;;;;;;x

##= Semitic =##
semitic_grp;Semitic;;;;;;;;;;;;x
chaldean;Chaldean;;;;;;;;;;;;x
chaldean_full;Chaldean;;;;;;;;;;;;x
chaldean_DESC;The polytheistic beliefs of the Mesopotamians date back millenia, with a complex heirarchy of gods and evil spirits. They believe in the appeasement of the gods via worship and living virtuous lives, in order to prevent their wrath and the potential destruction of Mesopotamian civilisation. The ancient religion of Mesopotamia has to be by far the oldest pantheon in the world.\n;;;;;;;;;;;;x
chaldean_reformed;Chaldean;;;;;;;;;;;;x
chaldean_reformed_full;Chaldean Reformed;;;;;;;;;;;;x
chaldean_reformed_DESC;The polytheistic beliefs of the Mesopotamians date back millenia, with a complex heirarchy of gods and evil spirits. They believe in the appeasement of the gods via worship and living virtuous lives, in order to prevent their wrath and the potential destruction of Mesopotamian civilisation. The ancient religion of Mesopotamia has to be by far the oldest pantheon in the world.\n;;;;;;;;;;;;x
KALUM;Kalum;;;;;;;;;;;;x
GOD_ENLIL;Enlil;;;;;;;;;;;;x
GOD_ASHUR;Ashur;;;;;;;;;;;;x
GOD_ANU;Anu;;;;;;;;;;;;x
GOD_ENKI;Enki;;;;;;;;;;;;x
GOD_NINURTA;Ninurta;;;;;;;;;;;;x
GOD_NERGAL;Nergal;;;;;;;;;;;;x
GOD_INANNA;Inanna;;;;;;;;;;;;x
GOD_NABU;Nabu;;;;;;;;;;;;x
GOD_NANNA;Nanna;;;;;;;;;;;;x
GOD_UTU;Utu;;;;;;;;;;;;x
GOD_DAGAN;Dagan;;;;;;;;;;;;x
GOD_MARDUK;Marduk;;;;;;;;;;;;x
LAMASHTU;Lamashtu;;;;;;;;;;;;x
UGGAE;Uggae;;;;;;;;;;;;x
THE_DINGIR_XULU;the Udug and the Galla;;;;;;;;;;;;x
THE_ENUMA_ELISH;The Enuma Elish;;;;;;;;;;;;x
canaanite;Canaanite;;;;;;;;;;;;x
canaanite_full;Canaanite;;;;;;;;;;;;x
canaanite_DESC;The religious practices and beliefs of Phoenicia were cognate generally to their neighbours in Canaan. Its rites were primarily for city-state purposes payment of taxes by citizens was considered in the category of religious sacrifices. Unfortunately, many of the Phoenician sacred writings known to the ancients have been lost. Phoenicians were known for being very religious. While there remain favourable aspects regarding Canaanite religion, several of its reported practices have been widely criticized, in particular, temple prostitution, and child sacrifice.\n;;;;;;;;;;;;x
canaanite_reformed;Canaanite;;;;;;;;;;;;x
canaanite_reformed_full;Canaanite Reformed;;;;;;;;;;;;x
canaanite_reformed_DESC;The religious practices and beliefs of Phoenicia were cognate generally to their neighbours in Canaan. Its rites were primarily for city-state purposes payment of taxes by citizens was considered in the category of religious sacrifices. Unfortunately, many of the Phoenician sacred writings known to the ancients have been lost. Phoenicians were known for being very religious. While there remain favourable aspects regarding Canaanite religion, several of its reported practices have been widely criticized, in particular, temple prostitution, and child sacrifice.\n;;;;;;;;;;;;x
punic;Punic;;;;;;;;;;;;x
punic_full;Punic;;;;;;;;;;;;x
punic_DESC;The religion of Carthage in North Africa is a direct continuation of the Phoenician variety of the polytheistic Canaanite religion with significant local modifications. Controversy prevails regarding the possible existence and practice of propitiatory child sacrifice in the religion of Carthage.\n;;;;;;;;;;;;x
punic_reformed;Punic;;;;;;;;;;;;x
punic_reformed_full;Punic Reformed;;;;;;;;;;;;x
punic_reformed_DESC;The religion of Carthage in North Africa is a direct continuation of the Phoenician variety of the polytheistic Canaanite religion with significant local modifications. Controversy prevails regarding the possible existence and practice of propitiatory child sacrifice in the religion of Carthage.\n;;;;;;;;;;;;x
nabataean;Nabataean;;;;;;;;;;;;x
nabataean_reformed;Nabataean;;;;;;;;;;;;x
nabataean_full;Nabataean;;;;;;;;;;;;x
nabataean_reformed_full;Nabataean Reformed;;;;;;;;;;;;x
nabataean_DESC;The Nabataean religion is the form of Arab polytheism practiced in Nabataea. The Nabateans are polytheistic and worship a wide variety of local gods as well as Baalshamin, Isis, and Graeco-Italic gods such as Tyche and Dionysus. Their gods are worshipped at temples, high places, and betyls. They are mostly aniconic and prefer to decorate their sacred places with geometric designs. Like many other polytheists, they make sacrifices to their gods, perform other rituals and believe in an afterlife.\n;;;;;;;;;;;;x
nabataean_reformed_DESC;The Nabataean religion is the form of Arab polytheism practiced in Nabataea. The Nabateans are polytheistic and worship a wide variety of local gods as well as Baalshamin, Isis, and Graeco-Italic gods such as Tyche and Dionysus. Their gods are worshipped at temples, high places, and betyls. They are mostly aniconic and prefer to decorate their sacred places with geometric designs. Like many other polytheists, they make sacrifices to their gods, perform other rituals and believe in an afterlife.\n;;;;;;;;;;;;x
nabataean_reformed_FEATURES;§Y*§! Defensive bonuses in Nabataean lands.\n§Y*§! Can demand conversion and convert provinces.;;;;;;;;;;;;x
sayhadic;Wathanist;;;;;;;;;;;;x
sayhadic_reformed;Wathanist;;;;;;;;;;;;x
sayhadic_full;Wathanist;;;;;;;;;;;;x
sayhadic_reformed_full;Wathanist Reformed;;;;;;;;;;;;x
sayhadic_DESC;The civilizations of south Arabia are considered to have the most developed pantheon in the Arabian peninsula. In south Arabia, the most common god is Athtar, who is considered remote. Patron deities are considered to be of much more immediate significance than Athtar. Each people group are termed the “children” of their respective patron deity. Patron deities play a vital role in sociopolitical terms, their cults serving as the focus of a person’s cohesion and loyalty.\n;;;;;;;;;;;;x
sayhadic_reformed_DESC;The civilizations of south Arabia are considered to have the most developed pantheon in the Arabian peninsula. In south Arabia, the most common god is Athtar, who is considered remote. Patron deities are considered to be of much more immediate significance than Athtar. Each people group are termed the “children” of their respective patron deity. Patron deities play a vital role in sociopolitical terms, their cults serving as the focus of a person’s cohesion and loyalty.\n;;;;;;;;;;;;x
sayhadic_reformed_FEATURES;§Y*§! Defensive bonuses in Wathanist lands.\n§Y*§! Can demand conversion and convert provinces.;;;;;;;;;;;;x
GOD_DUSHARA;Dushara;;;;;;;;;;;;x
GOD_AL_UZZA;Al-Uzza;;;;;;;;;;;;x
GOD_ALLAT;Allat;;;;;;;;;;;;x
GOD_MANAT;Manat;;;;;;;;;;;;x
GOD_BAALSHAMIN;Baalshamin;;;;;;;;;;;;x
GOD_TYCHE;Tyche;;;;;;;;;;;;x
GOD_ISIS;Isis;;;;;;;;;;;;x
GOD_AL_KUTBAY;Al-Kutbay;;;;;;;;;;;;x
GOD_MANOTU;Manotu;;;;;;;;;;;;x
THE_GHOULS;the Ghouls;;;;;;;;;;;;x
GOD_ATHTAR;Athtar;;;;;;;;;;;;x
GOD_ALMAQAH;Almaqah;;;;;;;;;;;;x
GOD_WADD;Wadd;;;;;;;;;;;;x
GOD_AMM;'Amm;;;;;;;;;;;;x
GOD_HAUBAS;Huabas;;;;;;;;;;;;x
GOD_TALAB;Ta'lab;;;;;;;;;;;;x
GOD_HAUKIM;Haukim;;;;;;;;;;;;x
GOD_UZZAYAN;Uzzayan;;;;;;;;;;;;x
GOD_BASAMUM;Basamum;;;;;;;;;;;;x
THE_SACRED_TABLETS;The Sacred Tablets;;;;;;;;;;;;x
THE_BETYLITIC_TEXTS;The Betylitic Texts;;;;;;;;;;;;x
KAHIN;Kahin;;;;;;;;;;;;x
AFKAL;Afkal;;;;;;;;;;;;x
MONSTER_BAHAMUT;Bahamut;Bahamut;;;;;;;;;;x

##= Gnostic Group =##
gnostic_grp;Gnostic;;;;;;;;;;;;x
sabian;Sabian;;;;;;;;;;;;x
sabian_DESC;Sabian;;;;;;;;;;;;x
basilidean;Basilidean;;;;;;;;;;;;x
basilidean_DESC;basilidean;;;;;;;;;;;;x
mandean;Mandean;;;;;;;;;;;;x
mandean_DESC;Mandean;;;;;;;;;;;;x
TARMI;Tarmi;;;;;;;;;;;;x
HARAN_GAWAITA;Haran Gawaita;;;;;;;;;;;;x
EVIL_SHAITAN;Shaitan;;;;;;;;;;;;x

##= Graeco-Italic =##
graeco_italic;Graeco-Italic;;;;;;;;;;;;x
hellenic;Hellenic;;;;;;;;;;;;x
hellenic_full;Hellenic;;;;;;;;;;;;x
hellenic_DESC;Hellenistic theology is polytheistic, based on the assumption that there are many gods and goddesses, as well as a range of lesser supernatural beings of various types. There exists a hierarchy of deities, with Zeus, the king of the gods, having a level of control over all the others, although he is not almighty. Some deities have dominion over certain aspects of nature.\n;;;;;;;;;;;;x
italic;Italic;;;;;;;;;;;;x
italic_full;Italic;;;;;;;;;;;;x
italic_DESC;The people of the Italian Peninsula are highly religious, and attribute their successes to their collective piety in maintaining good relations with the gods. They are known for the great number of deities they honour. Greeks on the Italian peninsula from the beginning of the historical period influenced Latin culture, introducing some religious practices that became fundamental. They look for common ground between their major gods and those of the Greeks, often adapting Greek myths and iconography.\n;;;;;;;;;;;;x
mithraic;Mithraic;;;;;;;;;;;;x
mithraic_full;Mithraic;;;;;;;;;;;;x
mithraic_DESC;The Mithraic Mysteries, also known as Mithraism, are a mystery cult centred around Pontus where followers worship the Indo-Iranian deity Mithras as the god of friendship, contract, order and the Sun. It can be considered henotheistic as the followers of Mithras acknowledge the other Greek dieties as lesser spirits.\n;;;;;;;;;;;;x
GOD_ZEUS;Zeus;;;;;;;;;;;;x
GOD_HERA;Hera;;;;;;;;;;;;x
GOD_HADES;Hades;;;;;;;;;;;;x
GOD_POSEIDON;Poseidon;;;;;;;;;;;;x
GOD_DEMETER;Demeter;;;;;;;;;;;;x
GOD_ATHENA;Athena;;;;;;;;;;;;x
GOD_APOLLO;Apollo;;;;;;;;;;;;x
GOD_ARTEMIS;Artemis;;;;;;;;;;;;x
GOD_ARES;Ares;;;;;;;;;;;;x
GOD_ATHRODITE;Athrodite;;;;;;;;;;;;x
GOD_HEPHAESTUS;Hephaestus;;;;;;;;;;;;x
GOD_HERMES;Hermes;;;;;;;;;;;;x
GOD_CRONUS;Cronus;;;;;;;;;;;;x
GOD_DIONYSUS;Dionysus;;;;;;;;;;;;x
GOD_ECHIDNA;Echidna;;;;;;;;;;;;x
GOD_HESTIA;Hestia;;;;;;;;;;;;;x
GOD_JUPITER;Jupiter;;;;;;;;;;;;;x
GOD_NEPTUNE;Neptune;;;;;;;;;;;;;x
GOD_PLUTO;Pluto;;;;;;;;;;;;;x
GOD_JUNO;Juno;;;;;;;;;;;;;x
GOD_CERES;Ceres;;;;;;;;;;;;;x
GOD_MINERVA;Minerva;;;;;;;;;;;;;x
GOD_MARS;Mars;;;;;;;;;;;;;x
GOD_VULCAN;Vulcan;;;;;;;;;;;;;x
GOD_VENUS;Venus;;;;;;;;;;;;;x
GOD_APOLLO;Apollo;;;;;;;;;;;;;x
GOD_DIANA;Diana;;;;;;;;;;;;;x
GOD_VESTA;Vesta;;;;;;;;;;;;;x
GOD_SATURN;Saturn;;;;;;;;;;;;;x
GOD_BACCHUS;Bacchus;;;;;;;;;;;;;x
GOD_PLUTO;Pluto;;;;;;;;;;;;;x
GOD_MERCURY;Mercury;;;;;;;;;;;;;x
GOD_TYPHON;Typhon;;;;;;;;;;;;;x
GOD_MITHRAS;Mithras;;;;;;;;;;;;;x
GOD_ILIO_AITTITI;Ilio Aittiti;;;;;;;;;;;;;x
GOD_INVINCIBLE_SUN;Invisible Sun;;;;;;;;;;;;;x
GOD_THE_SUN;The Sun;;;;;;;;;;;;;x
AHRIMAN;Ahriman;;;;;;;;;;;;;x
ANGRA_MAINYU;Angra Mainyu;;;;;;;;;;;;;x
SACRED_WAR;Sacred War;;;;;;;;;;;;x
SUN_WAR;Sun War;;;;;;;;;;;;x
THE_MITHRAIC_TEXTS;The Mithraic Texts;;;;;;;;;;;;x
THE_EPICS;The Epics;;;;;;;;;;;;x
IGUVINE_TABLETS;Iguvine Tablets;;;;;;;;;;;;x
SOFOS;Sofos;;;;;;;;;;;x
AUGUR;Augur;;;;;;;;;;;;x

##= Iberian =##
iberic;Iberic;;;;;;;;;;;;x
iberic_reformed;Iberic;;;;;;;;;;;;x
iberic_reformed_DESC;Being situated between mixed cultures, the Iberian pantheon takes inspiration from Greek and Phoenician pratices which is evident in their scriptures. Foreign gods including Melqart and Tanit are worshipped, alongside native dieties such as Ataecina, Eacus and Candamius.\n;;;;;;;;;;;;x
iberic_DESC;Being situated between mixed cultures, the Iberian pantheon takes inspiration from Greek and Phoenician pratices which is evident in their scriptures. Foreign gods including Melqart and Tanit are worshipped, alongside native dieties such as Ataecina, Eacus and Candamius.\n;;;;;;;;;;;;x
GOD_ATAECINA;Ataecina;;;;;;;;;;;;x
GOD_SEMNOCOSUS;Semnocosus;;;;;;;;;;;;x
GOD_CANDAMIUS;Candamius;;;;;;;;;;;;x
GOD_ENDOUELLICUS;Edouellicus;;;;;;;;;;;;x
GOD_DERECETIUS;Derecetius;;;;;;;;;;;;x
GOD_EACUS;Eacus;;;;;;;;;;;;x
GOD_MELQART;Melqart;;;;;;;;;;;;x
GOD_TANIT;Tanit;;;;;;;;;;;;x
GOD_THE_DUILLAE;The Duillae;;;;;;;;;;;;x
GERYON;Geryon;;;;;;;;;;;;x
GADERIOS;Gaderios;;;;;;;;;;;;x
ERYTHEIA;Erytheia;;;;;;;;;;;;x
BEROBREUS;Berobreus;;;;;;;;;;;;x
ACOLYTE;Acolyte;;;;;;;;;;;;x
vasconic;Vasconic;;;;;;;;;;;;x
vasconic_reformed;Vasconic;;;;;;;;;;;;x
vasconic_DESC;The Vasconic religion comes from one of the last pre-indo-european tribes, the Vascons, isolated in the Pyrenees, who have managed to resist to the cultural influences of surrounding powers and kept their local religious customs.;;;;;;;;;;;x
vasconic_reformed_DESC;The Vasconic religion comes from one of the last pre-indo-european tribes, the Vascons, isolated in the Pyrenees, who have managed to resist to the cultural influences of surrounding powers and kept their local religious customs.;;;;;;;;;;;x
GOD_MARI;Mari;;;;;;;;;;;x
GOD_SUGAR;Sugaar;;;;;;;;;;;x
GOD_LURBIRA;Lurbira;;;;;;;;;;;x
GOD_EKI;Eki;;;;;;;;;;;x
GOD_ILARGIA;Ilargia;;;;;;;;;;;x
