##= Religions/Cultures Localisation =##

##= Arabic =##
# Cultures
chaldean_reformed_full;Chaldean Reformed;;;;;;;;;;;;x
chaldean_reformed_DESC;The polytheistic beliefs of the Mesopotamians date back millenia, with a complex heirarchy of gods and evil spirits. They believe in the appeasement of the gods via worship and living virtuous lives, in order to prevent their wrath and the potential destruction of Mesopotamian civilisation. The ancient religion of Mesopotamia has to be by far the oldest pantheon in the world.\n;;;;;;;;;;;;x
GOD_ENLIL;Enlil;;;;;;;;;;;;x
GOD_ASHUR;Ashur;;;;;;;;;;;;x
GOD_ANU;Anu;;;;;;;;;;;;x
GOD_ENKI;Enki;;;;;;;;;;;;x
GOD_NINURTA;Ninurta;;;;;;;;;;;;x
GOD_NERGAL;Nergal;;;;;;;;;;;;x
GOD_INANNA;Inanna;;;;;;;;;;;;x
GOD_NABU;Nabu;;;;;;;;;;;;x
GOD_NANNA;Nanna;;;;;;;;;;;;x
GOD_UTU;Utu;;;;;;;;;;;;x
GOD_DAGAN;Dagan;;;;;;;;;;;;x
GOD_MARDUK;Marduk;;;;;;;;;;;;x
LAMASHTU;Lamashtu;;;;;;;;;;;;x
UGGAE;Uggae;;;;;;;;;;;;x
THE_DINGIR_XULU;the Udug and the Galla;;;;;;;;;;;;x
THE_ENUMA_ELISH;The Enuma Elish;;;;;;;;;;;;x
canaanite;Canaanite;;;;;;;;;;;;x
canaanite_full;Canaanite;;;;;;;;;;;;x
canaanite_DESC;The religious practices and beliefs of Phoenicia were cognate generally to their neighbours in Canaan. Its rites were primarily for city-state purposes payment of taxes by citizens was considered in the category of religious sacrifices. Unfortunately, many of the Phoenician sacred writings known to the ancients have been lost. Phoenicians were known for being very religious. While there remain favourable aspects regarding Canaanite religion, several of its reported practices have been widely criticized, in particular, temple prostitution, and child sacrifice.\n;;;;;;;;;;;;x
canaanite_reformed;Canaanite;;;;;;;;;;;;x
canaanite_reformed_full;Canaanite Reformed;;;;;;;;;;;;x
canaanite_reformed_DESC;The religious practices and beliefs of Phoenicia were cognate generally to their neighbours in Canaan. Its rites were primarily for city-state purposes payment of taxes by citizens was considered in the category of religious sacrifices. Unfortunately, many of the Phoenician sacred writings known to the ancients have been lost. Phoenicians were known for being very religious. While there remain favourable aspects regarding Canaanite religion, several of its reported practices have been widely criticized, in particular, temple prostitution, and child sacrifice.\n;;;;;;;;;;;;x
punic;Punic;;;;;;;;;;;;x
punic_full;Punic;;;;;;;;;;;;x
punic_DESC;The religion of Carthage in North Africa is a direct continuation of the Phoenician variety of the polytheistic Canaanite religion with significant local modifications. Controversy prevails regarding the possible existence and practice of propitiatory child sacrifice in the religion of Carthage.\n;;;;;;;;;;;;x
punic_reformed;Punic;;;;;;;;;;;;x
punic_reformed_full;Punic Reformed;;;;;;;;;;;;x
punic_reformed_DESC;The religion of Carthage in North Africa is a direct continuation of the Phoenician variety of the polytheistic Canaanite religion with significant local modifications. Controversy prevails regarding the possible existence and practice of propitiatory child sacrifice in the religion of Carthage.\n;;;;;;;;;;;;x

##= Graeco-Italic =##
# Cultures
hellenic_grp;Hellenistic;;;;;;;;;;;;x
greek;Greek;;;;;;;;;;;;x
spartan;Spartan;;;;;;;;;;;;x
cyrenacian;Cyrenacian;;;;;;;;;;;;x
sicilian;Sicelote;;;;;;;;;;;;x
egyptiote;Egyptiote;;;;;;;;;;;;x
phrygian;Phrygian;;;;;;;;;;;;x
pontic;Pontic;;;;;;;;;;;;x
greco_illyrian;Graeco-Illyrian;;;;;;;;;;;;x
italic_grp;Latin;;;;;;;;;;;;x
roman;Roman;;;;;;;;;;;;x
etruscan;Etruscan;;;;;;;;;;;;x
rhaetian;Rhaetian;;;;;;;;;;;;x
umbrian;Umbrian;;;;;;;;;;;;x
samnite;Samnite;;;;;;;;;;;;x
ligurian;Ligurian;;;;;;;;;;;;x
catari;Catari;;;;;;;;;;;;x
venetic;Venetic;;;;;;;;;;;;x
histrian;Histrian;;;;;;;;;;;;x

# Religions
graeco_italic;Graeco-Italic;;;;;;;;;;;;x
hellenic;Hellenic;;;;;;;;;;;;x
hellenic_full;Hellenic;;;;;;;;;;;;x
hellenic_DESC;Hellenistic theology is polytheistic, based on the assumption that there are many gods and goddesses, as well as a range of lesser supernatural beings of various types. There exists a hierarchy of deities, with Zeus, the king of the gods, having a level of control over all the others, although he is not almighty. Some deities have dominion over certain aspects of nature.\n;;;;;;;;;;;;x
italic;Italic;;;;;;;;;;;;x
italic_full;Italic;;;;;;;;;;;;x
italic_DESC;The Italics think of themselves as highly religious, and attribute their successes to their collective piety in maintaining good relations with the gods. They are known for the great number of deities they honour. Greeks on the Italian peninsula from the beginning of the historical period influenced Latin culture, introducing some religious practices that became fundamental. They look for common ground between their major gods and those of the Greeks, often adapting Greek myths and iconography.\n;;;;;;;;;;;;x
GOD_ZEUS;Zeus;;;;;;;;;;;;x
GOD_HERA;Hera;;;;;;;;;;;;x
GOD_HADES;Hades;;;;;;;;;;;;x
GOD_POSEIDON;Poseidon;;;;;;;;;;;;x
GOD_DEMETER;Demeter;;;;;;;;;;;;x
GOD_ATHENA;Athena;;;;;;;;;;;;x
GOD_APOLLO;Apollo;;;;;;;;;;;;x
GOD_ARTEMIS;Artemis;;;;;;;;;;;;x
GOD_ARES;Ares;;;;;;;;;;;;x
GOD_ATHRODITE;Athrodite;;;;;;;;;;;;x
GOD_HEPHAESTUS;Hephaestus;;;;;;;;;;;;x
GOD_HERMES;Hermes;;;;;;;;;;;;x
GOD_CRONUS;Cronus;;;;;;;;;;;;x
GOD_DIONYSUS;Dionysus;;;;;;;;;;;;x
GOD_ECHIDNA;Echidna;;;;;;;;;;;;x

##= Caucasian/Iranian =##
# Religions
khaldic;Khaldic;;;;;;;;;;;;x
khaldic_full;Khaldic;;;;;;;;;;;;x
khaldic_DESC;The Khaldic pantheon represents a religion which grew out of the ancient Urartian culture, many millenia before. A principally polytheistic faith, the chief god is known as Khaldi, and is worshipped as a warrior god.\n;;;;;;;;;;;;x
khaldic_reformed;Khaldic;;;;;;;;;;;;x
khaldic_reformed_full;Khaldic Reformed;;;;;;;;;;;;x
khaldic_reformed_DESC;The Khaldic pantheon represents a religion which grew out of the ancient Urartian culture, many millenia before. A principally polytheistic faith, the chief god is known as Khaldi, and is worshipped as a warrior god.\n;;;;;;;;;;;;x

armazic;Armazi;;;;;;;;;;;;x
armazic_full;Armazi;;;;;;;;;;;;x
armazic_DESC;Georgian paganism is an obscure and diverse religion, centered on a variety of gods, and the heroes they champion. Major gods include Armazi, Dali, Adgilis Deda, and Tamari.\n;;;;;;;;;;;;x
armazic_reformed;Armazi;;;;;;;;;;;;x
armazic_reformed_full;Armazi Reformed;;;;;;;;;;;;x
armazic_reformed_DESC;Georgian paganism is an obscure and diverse religion, centered on a variety of gods, and the heroes they champion. Major gods include Armazi, Dali, Adgilis Deda, and Tamari.\n;;;;;;;;;;;;x
GOD_AMIRANI;Amirani;Amirani;;;;;;;;;;x
GOD_ARMAZI;Armazi;Armazi;;;;;;;;;;x
GOD_BAADURI;Baaduri;Baaduri;;;;;;;;;;x
GOD_DALI;Dali;Dali;;;;;;;;;;x
GOD_LAMARA;Lamara;Lamara;;;;;;;;;;x
GOD_MORIGE;Morige;Morige;;;;;;;;;;x
GOD_OCHOPINTRE;Ochopintre;Ochopintre;;;;;;;;;;x
GOD_TAMARI;Tamari;Tamari;;;;;;;;;;x
GOD_ZADENI;Zadeni;Zadeni;;;;;;;;;;x
GOD_ADGILIS_DEDA;Adgilis Deda;Adgilis Deda;;;;;;;;;;x
GOD_DAVI;Davi;Davi;;;;;;;;;;x
GOD_GATSI;Gatsi;Gatsi;;;;;;;;;;x
GOD_GAIMI;Gaimi;Gaimi;;;;;;;;;;x
GOD_ALI;Ali;Ali;;;;;;;;;;x

cybelene;Cybelene;Cybèliene;;;;;;;;;;x
cybelene_DESC;The Phrygian cult of Cybele is linked to prehistoric Mother-Goddess worship. Evolving over thousands of years, the cult of Cybele often claimed relationship to mythical figures and heroes, and practiced their religion with the veneration of idols.\n;;;;;;;;;;;x
GOD_CYBELE;Cybele;Cybèle;;;;;;;;;;x
GOD_MATAR_KUBILEYA;Matar Kubileya;Matar Kubileya;;;;;;;;;;x
GOD_MEN;Men;;;;;;;;;;;;x
GOD_ATTIS;Attis;Attis;;;;;;;;;;x
GOD_HADES;Hades;Hadès;;;;;;;;;;x
SYBILINE_BOOKS;Sybiline Books;Livres sibyllins;;;;;;;;;;x
GALLAI;Gallai;Gallai;;;;;;;;;;x
d_cybelene;The Cybelene Mysteries;Les mystères cybéliens;;;;;;;;;;x
d_cybelene_adj;Cybelene;Cybèlien;;;;;;;;;;x
temple_baron_cybelian_pagan;Priest;Prêtre;;;;;;;;;;;x
ARCHIGALLUS;Archigallus;Archigallus;;;;;;;;;;x

##= Iberian =##
# Religions
iberic;Iberic;;;;;;;;;;;;x
iberic_reformed;Iberic;;;;;;;;;;;;x
vasconic;Vasconic;;;;;;;;;;;;x
vasconic_reformed;Vasconic;;;;;;;;;;;;x

##= Pre-Indo-European =##
pre_indo_european;Pre-Indo-European;;;;;;;;;;;;x
iberian;Iberian;;;;;;;;;;;;x
iberian_group;Iberian;;;;;;;;;;;;x
iberic_grp;Ibero-Vasconic;;;;;;;;;;;;x
vasconian;Vasconian;;;;;;;;;;;;x
nuragic;Nuragic;;;;;;;;;;;;x
aquitani;Aquitani;;;;;;;;;;;;x

##= Germanic =##
germanic_pagan_reformed;Germanic;;;;;;;;;;;;x
germanic_pagan;Germanic;;;;;;;;;;;;x
norse_pagan;Norse;;;;;;;;;;;;x
norse_pagan_reformed;Norse;;;;;;;;;;;;x

#### Uncategorised, for now... ####
berber;Amazight;;;;;;;;;;;;x
baltic_pagan;Matrist;;;;;;;;;;;;x
baltic_pagan_reformed;Matrist;;;;;;;;;;;;x
finnish_pagan;Finnic;;;;;;;;;;;;x
finnish_pagan_reformed;Finnic;;;;;;;;;;;;x

ugricbaltic;Setonian;;;;;;;;;;;;x

irish;Hibernian;;;;;;;;;;;;x
pictish;Pict;;;;;;;;;;;;x
thulean;Thulean;;;;;;;;;;;;x

nick_the_persian;the Persian;;;;;;;;;;;;x
nick_the_boar;the Boar;;;;;;;;;;;x

##= Eastern/Indic =##
# Religions
sanamahi;Sanamahi;sanamahi;;;;;;;;;;x
sanamahi_DESC;Sanamahism is the worship of Sanamahi as the eternal force responsible for all living things. This collection of this faith's beliefs is the Puya, written in Manipuri.;Le sanamahisme est le culte de Sanamahi comme la force éternelle responsable de tous les êtres vivants. Cette collection de croyances de cette foi est la Puya, écrit en Manipuri.;;;;;;;;;;x
PUYA;The Puya;La Puya;;;;;;;;;;x
GOD_SANAMAHI;Sanamahi;Sanamahi;;;;;;;;;;x
GOD_EMA_PHOUOIBI;Ema Phouoibi;Ema Phouoibi;;;;;;;;;;x
GOD_APOKPA;Apokpa;Apokpa;;;;;;;;;;x
GOD_LAININGTHOU_SANAMAHI;Lainingthou Sanamahi;Lainingthou Sanamahi;;;;;;;;;;x
GOD_SHIDABA_MAPU;Shidaba Mapu;Shidaba Mapu;;;;;;;;;;x
GOD_THE_EBUDHOU;Ebudhou;Ebudhou;;;;;;;;;;x
temple_baron_sanamahi;Priest;Prêtre;;;;;;;;;;x
